"ID","Area","Feature","User Story","Expected Behavior","Code Refs","Test Status","Error / Notes"
"RAD-19","Radio","Sync station library","As a listener, I want a Sync button to refresh the station library, so that I get the latest tracks and artwork.","The Sync button (disabled while syncing) triggers a manifest fetch and downloads/copies audio and artwork to local storage, showing a spinning icon during 'syncing'. Stale tracks are cleaned up, SHA256 is verified on copy, and the resolved track list, available-offline counts, and station metadata update. Tracks not downloaded show a 'not downloaded' label in the list.","src/renderer/app/workspaces/RadioWorkspace.tsx:391-398 ; src/main/services/core/radio.service.ts:146-299 ; src/renderer/app/workspaces/RadioWorkspace.tsx:505-509 ; src/main/services/core/radio.service.ts:483-509","PASS","Sync button disabled + spinning while syncing (391-398); backend fetches manifest, downloads/copies with SHA256 verify (radio.service.ts:234-235,493-498), cleans stale ids (264-271); 'not downloaded' label when !availableOffline (505-509). [+ executable component test: RadioWorkspace.test.tsx (2026-06-22)]"
"TOO-01","Tools","Tools unlock gate — code entry","As a user, I want to enter an unlock code on the Tools Vault screen, so that I can gain access to Rebalance Studio and the config editor.","When tools are locked (settings.toolsUnlocked is false), the workspace renders the UnlockGate instead of the workbench. The user types a code into a password field and submits via the Unlock button or Enter key. The code is sent to the main process, SHA-256 hashed, and compared against the expected hash (default baked in, overridable via V2_TOOLS_UNLOCK_CODE_SHA256 env var); blank codes are rejected. On success, toolsUnlocked is persisted and settings refresh so the workbench appears.","src/renderer/app/workspaces/ToolsWorkspace.tsx:12 ; src/renderer/app/workspaces/ToolsWorkspace.tsx:17 ; src/renderer/app/workspaces/ToolsWorkspace.tsx:48 ; src/renderer/app/workspaces/ToolsWorkspace.tsx:98 ; src/main/ipc/register-ipc.ts:113 ; src/main/ipc/register-ipc.ts:35 ; src/main/services/settings-store.ts:153","PASS","ToolsWorkspace.tsx:98 gates on !toolsUnlocked; UnlockGate submits code via Enter (:54) and button (:70). register-ipc.ts:113-122 trims, rejects blank, SHA-256 compares against TOOLS_UNLOCK_CODE_SHA256 (:35, env-overridable), persists on match. Behavior matches. [+ executable component test: ToolsWorkspace.test.tsx (2026-06-22)]"
"TOO-02","Tools","Tools unlock gate — error shake & feedback","As a user, I want clear visual feedback when I enter a wrong unlock code, so that I know my attempt failed and can retry.","When the submitted code is rejected (mutateAsync returns false), the gate sets an error state that applies a bap-shake animation to the input container, turns the input border to the destructive color, reveals the message ""That code didn't work."", and clears the code field. Editing the input again clears the error state.","src/renderer/app/workspaces/ToolsWorkspace.tsx:18 ; src/renderer/app/workspaces/ToolsWorkspace.tsx:20 ; src/renderer/app/workspaces/ToolsWorkspace.tsx:47 ; src/renderer/app/workspaces/ToolsWorkspace.tsx:50 ; src/renderer/app/workspaces/ToolsWorkspace.tsx:63","PASS","ToolsWorkspace.tsx:18-23 sets error on !ok and clears code; :47 applies bap-shake; :60 border-destructive; :63-64 reveals 'That code didn’t work.'; :50-52 clears error on edit. All behaviors present. [+ executable component test: ToolsWorkspace.test.tsx (2026-06-22)]"
"TOO-03","Tools","Unlocked workbench header","As an unlocked user, I want a workbench header that confirms my access status, so that I know the tools are available.","Once unlocked, the workspace shows a header titled ""Tools"" with the subtitle about Rebalance Studio and an ""Unlocked"" status pill (ShieldCheck icon). The header waits for settings to load before rendering to avoid the gate flashing for a frame.","src/renderer/app/workspaces/ToolsWorkspace.tsx:94 ; src/renderer/app/workspaces/ToolsWorkspace.tsx:107 ; src/renderer/app/workspaces/ToolsWorkspace.tsx:114","PASS","ToolsWorkspace.tsx:94 returns null while settings load (prevents gate flash); :110 'Tools' title, :111 subtitle, :114-116 'Unlocked' pill with ShieldCheck. Matches. [+ executable component test: ToolsWorkspace.test.tsx (2026-06-22)]"
"TOO-04","Tools","Profile selector","As a user with multiple installed instances, I want to pick which profile the tools operate on, so that I can author/tune content for a specific instance.","A dropdown lists every installed instance by profileName. The first instance is auto-selected on mount when none is chosen. Changing the selection switches the active instance; because the embed and config panels are keyed by selected.id, switching remounts both panels for the new profile. If no instance is selected/installed, a card prompts the user to install an instance.","src/renderer/app/workspaces/ToolsWorkspace.tsx:84 ; src/renderer/app/workspaces/ToolsWorkspace.tsx:86 ; src/renderer/app/workspaces/ToolsWorkspace.tsx:117 ; src/renderer/app/workspaces/ToolsWorkspace.tsx:150 ; src/renderer/app/workspaces/ToolsWorkspace.tsx:157","PASS","Auto-select and remount-on-switch work. The effect also resets selectedId when the selected instance disappears from the list, so it falls back to the first remaining instance instead of showing the empty install card while profiles still exist."
"TOO-05","Tools","Spine tab strip","As a user, I want to switch between Rebalance Studio and the Config editor via tabs, so that I can move between the two tools without losing the workbench context.","A bottom-bordered tab strip exposes two tabs, ""Rebalance Studio"" (default active) and ""Config editor"". The active tab is underlined with the accent color and bold text. Selecting a tab swaps the panel shown below it; both tab panels are scoped to the currently selected profile.","src/renderer/app/workspaces/ToolsWorkspace.tsx:134 ; src/renderer/app/workspaces/ToolsWorkspace.tsx:136 ; src/renderer/app/workspaces/ToolsWorkspace.tsx:142 ; src/renderer/app/workspaces/ToolsWorkspace.tsx:149","PASS","ToolsWorkspace.tsx:134-148 defines two tabs (rebalance default), accent underline + bold via data-[state=active] classes; panels (:149-154) keyed to selected profile. Matches."
"TOO-06","Tools","Rebalance Studio iframe embed","As a user, I want Rebalance Studio loaded inside the launcher for my selected profile, so that I can author and tune content packs in-app.","An iframe loads rebalance.html with query params built from the selected instance: embedded=1, initialPage=dashboard, workspaceRoot, profileLabel, track (default bapbap), and optional instanceSource/compatibilityWarning. The iframe is keyed by instance id so switching profiles reloads it. A loaded flag drives aria-busy and ready styling; on load the host re-posts a request-ready message in case the child posted before the listener attached.","src/renderer/components/tools/RebalanceEmbedPanel.tsx:57 ; src/renderer/components/tools/RebalanceEmbedPanel.tsx:119 ; src/renderer/components/tools/RebalanceEmbedPanel.tsx:138 ; src/renderer/components/tools/rebalance-embed-helpers.ts:96","FIXED (re-verified)","A bare 'ready' postMessage now also clears the loading overlay (setPhase 'ready'), not just a status:ready message. Verified via typecheck + suite."
"TOO-07","Tools","Rebalance embed status reporting","As a user, I want the embed to report its loading progress, so that the host UI can reflect bootstrap/catalog/sync/ready/error phases.","The host listens for postMessage events from the iframe (source rebalance-embed). A ""ready"" message marks the child ready; a ""status"" message updates phase, progress (defaulting to 0), and detail in the host loading overlay. Messages are only accepted from a validated origin and from the iframe's own contentWindow.","src/renderer/components/tools/RebalanceEmbedPanel.tsx ; src/renderer/components/tools/rebalance-embed-helpers.ts","FIXED (re-verified)","Status messages now update phase, detail, and a visible progress bar/percentage in the Rebalance loading overlay; ready sets progress to 100 and clears the overlay. Origin+source validation remains in place. Locked by RebalanceEmbedPanel.test.tsx."
"TOO-08","Tools","Rebalance host bridge (invoke / fileSrc)","As a user, I want the embedded Studio to perform backend operations (open/save documents, packs, launch game, etc.) through the launcher, so that it can read and write workspace content safely.","When the iframe posts an ""invoke"" or ""fileSrc"" request, the host forwards it to api.rebalance and posts the result/error back to the iframe's contentWindow at the validated target origin. In the main process, only commands in the REBALANCE_ALLOWED_COMMANDS allowlist are forwarded; any other command is rejected. Path arguments are validated to stay inside the trusted active workspace root with safe extensions; fileSrc requires an established workspace root. A launch_game request whose workspaceRoot matches an installed instance is routed through the launcher's own LaunchService instead of the vendor backend.","src/renderer/components/tools/RebalanceEmbedPanel.tsx:92 ; src/renderer/components/tools/rebalance-embed-helpers.ts:116 ; src/main/services/vendored/rebalance-backend.service.ts:45 ; src/main/services/vendored/rebalance-backend.service.ts:124 ; src/main/services/vendored/rebalance-backend.service.ts:154 ; src/main/services/vendored/rebalance-backend.service.ts:200 ; src/main/services/vendored/rebalance-backend.service.ts:211","PASS","RebalanceEmbedPanel.tsx:63-67 forwards invoke/fileSrc via handleRebalanceHostRequest and posts result to contentWindow at validated origin. Backend allowlist enforced (rebalance-backend.service.ts:45-50); path containment uses trusted activeWorkspaceRoot not caller-supplied (:178-198); fileSrc requires established root (:202); launch_game routed to LaunchService on instance match (:211-231). Solid."
"TOO-09","Tools","Config editor — list files","As a user, I want to see the config files available for my selected profile, so that I can choose one to edit.","The panel shows a dropdown of config file paths. The backend lists files under the instance's UserData/ and Mods/Config/ roots (recursively), including only .cfg/.toml/.json/.ini files, returning path, section, size, and modified time, sorted by path. When no files exist the dropdown shows ""No config files found for this profile"" and is disabled.","src/renderer/components/tools/ConfigEditorPanel.tsx:44 ; src/renderer/components/tools/ConfigEditorPanel.tsx:50 ; src/main/services/core/config-editor.service.ts:20 ; src/main/services/core/config-editor.service.ts:9 ; src/main/services/core/config-editor.service.ts:65","PASS (spec corrected)","V4 uses a sidebar file list, not a dropdown; empty text differs from the V2-derived spec. Behavior is correct for V4; the expected-behavior text was lifted from V2."
"TOO-10","Tools","Config editor — read/open a file","As a user, I want to open a selected config file and see its contents, so that I can review and edit it.","Selecting a file calls onConfigFileSelect, which reads the file via the backend. The backend validates the path (must be relative, no .., inside UserData/ or Mods/Config/, allowed extension, within instance root) and rejects files over 1,000,000 bytes, returning path, extension, and UTF-8 content. While loading, a skeleton shows; before any file is picked, an empty-state prompt ""Pick a config file to start editing."" is shown.","src/renderer/components/tools/ConfigEditorPanel.tsx:47 ; src/renderer/components/tools/ConfigEditorPanel.tsx:89 ; src/renderer/components/tools/ConfigEditorPanel.tsx:90 ; src/main/services/core/config-editor.service.ts:36 ; src/main/services/core/config-editor.service.ts:98","PASS (spec corrected)","V4 prompt text differs from the V2-derived spec; no content-loading skeleton by design. Behavior correct for V4."
"TOO-11","Tools","Config editor — edit content","As a user, I want to edit config file contents in a text area, so that I can change settings before saving.","In Editor view, a textarea bound to configDraftContent lets the user edit; changes flow through onConfigDraftChange. A status line shows the file being edited and whether there are ""Unsaved changes"" or ""All changes saved"".","src/renderer/components/tools/ConfigEditorPanel.tsx:91 ; src/renderer/components/tools/ConfigEditorPanel.tsx:95 ; src/renderer/components/tools/ConfigEditorPanel.tsx:83","FIXED (re-verified)","Added an Unsaved changes / All changes saved status indicator to the config editor header. Verified via typecheck + suite."
"TOO-12","Tools","Config editor — diff view","As a user, I want to compare the current file against my edits, so that I can review changes before saving.","An Editor/Diff toggle switches views. Diff view shows two side-by-side panes: ""Current file"" (configOriginalContent) and ""Your edits"" (configDraftContent). If unsaved changes exist when switching to Diff, a prompt offers ""Save & Continue"", ""Continue without saving"", or ""Cancel"".","src/renderer/components/tools/ConfigEditorPanel.tsx:57 ; src/renderer/components/tools/ConfigEditorPanel.tsx:98 ; src/renderer/components/tools/ConfigEditorPanel.tsx:111 ; src/renderer/components/tools/ConfigEditorPanel.tsx:117","N/A (V2-only feature)","Diff view / Save&Continue prompt never existed in V4's 106-line ConfigEditorPanel — the inventory agent described V2's editor via V2 paths. Not a V4 defect; building it would be scope invention."
"TOO-13","Tools","Config editor — save file","As a user, I want to save my config edits to disk, so that my changes take effect for that profile.","The Save button is enabled only when a file is selected, there are unsaved changes, and not loading. Saving validates the path again, asserts the instance is mutable, rejects content over 1,000,000 bytes, ensures the directory exists, and writes the content as UTF-8. The save prompt's ""Save & Continue"" reuses the same save path before switching views.","src/renderer/components/tools/ConfigEditorPanel.tsx:73 ; src/renderer/components/tools/ConfigEditorPanel.tsx:76 ; src/main/services/core/config-editor.service.ts:52 ; src/main/services/core/config-editor.service.ts:54 ; src/main/services/core/config-editor.service.ts:61","PASS (spec corrected)","Core save works (disabled-unless-dirty, path re-validation, 1MB cap, atomic write). The 'Save & Continue' clause referenced V2's diff UI which V4 does not have."
"SET-01","Settings","Control panel header - Steam persona","As a launcher user, I want my Steam display name and a monogram avatar shown at the top of the control panel, so that I can confirm which Steam account the launcher detected.","The header reads the Steam persona name. If present it shows the trimmed name with the uppercase first letter as a monogram avatar and the caption 'Signed in via Steam'. If no persona is found it falls back to the name 'Player', a generic user icon, and the caption 'No Steam profile detected'.","src/renderer/app/workspaces/SettingsWorkspace.tsx:19-45 ; src/renderer/app/query/hooks.ts:106-112","PASS","SettingsWorkspace.tsx:24-44 shows trimmed persona with uppercase monogram when present, else User icon + 'No Steam profile detected'. Matches expected."
"SET-02","Settings","Control panel header - build version chip","As a launcher user, I want the current build version displayed as a chip in the control panel header, so that I can quickly see which launcher version I am running.","When build info is available a 'Build' chip renders the app version prefixed with 'v' (e.g. v1.2.3). If no app version is available the chip is omitted.","src/renderer/app/workspaces/SettingsWorkspace.tsx:10-17 ; src/renderer/app/workspaces/SettingsWorkspace.tsx:47 ; src/renderer/app/query/hooks.ts:9-15","PASS","SettingsWorkspace.tsx:47 renders Build chip as `v${build.appVersion}` only when appVersion truthy; omitted otherwise. Correct."
"SET-03","Settings","Control panel header - profile count chip","As a launcher user, I want a chip showing how many profiles/instances I have installed, so that I can see my profile count at a glance.","A 'Profiles' chip displays the number of installed instances returned by the instances list, defaulting to 0 when none exist or data is unavailable.","src/renderer/app/workspaces/SettingsWorkspace.tsx:22 ; src/renderer/app/workspaces/SettingsWorkspace.tsx:26 ; src/renderer/app/workspaces/SettingsWorkspace.tsx:48 ; src/renderer/app/query/hooks.ts:102-104","PASS","SettingsWorkspace.tsx:26,48 profileCount = instances?.length ?? 0, chip always rendered. Correct."
"SET-04","Settings","Settings loading state","As a launcher user, I want a loading placeholder while my settings are being fetched, so that I am not shown an empty or broken settings page.","While the settings query has no data the workspace renders a 'Loading settings...' message instead of the control panel and setting groups.","src/renderer/app/workspaces/SettingsWorkspace.tsx:94-100 ; src/renderer/app/query/hooks.ts:32-34","PASS","SettingsWorkspace.tsx:94-100 renders 'Loading settings…' whenever the settings query has no data. Correct."
"SET-05","Settings","Automatic launcher updates toggle","As a launcher user, I want to toggle automatic update checks on startup, so that I can control whether the launcher looks for new versions when it opens.","The 'Automatic updates' switch reflects and sets launcherAutoUpdate. Toggling it persists the boolean via the settings store; default is enabled (true).","src/renderer/app/workspaces/SettingsWorkspace.tsx:116-126 ; src/main/services/core/settings-store.ts:26 ; src/shared/ipc.ts:26","PASS","Switch SettingsWorkspace.tsx:121-124 reflects/sets launcherAutoUpdate; store default true (settings-store.ts:25). Correct."
"SET-06","Settings","Auto-download updates toggle","As a launcher user, I want to toggle background downloading of available updates, so that updates can be fetched without my manual intervention.","The 'Auto-download updates' switch reflects and sets launcherAutoDownloadUpdates. Toggling persists the boolean; default is enabled (true).","src/renderer/app/workspaces/SettingsWorkspace.tsx:127-136 ; src/main/services/core/settings-store.ts:27 ; src/shared/ipc.ts:27","PASS","Switch SettingsWorkspace.tsx:131-134 reflects/sets launcherAutoDownloadUpdates; default true (settings-store.ts:26). Correct."
"SET-07","Settings","Show MelonLoader console toggle","As a modded-game player, I want to choose whether the MelonLoader console window opens when launching, so that I can show or hide the debug console per my preference.","The 'Show MelonLoader console' switch reflects and sets launchShowMelonConsole. Toggling persists the boolean; default is enabled (true).","src/renderer/app/workspaces/SettingsWorkspace.tsx:139-150 ; src/main/services/core/settings-store.ts:32 ; src/shared/ipc.ts:33","PASS","Switch SettingsWorkspace.tsx:144-147 reflects/sets launchShowMelonConsole; default true (settings-store.ts:32). Correct."
"SET-08","Settings","Instances folder location picker","As a launcher user, I want to view and change the folder where game versions and profiles are installed, so that I can control where launcher data lives on disk.","The 'Instances folder' row shows the current instancesRoot in a read-only field. Clicking the folder button opens a native directory chooser titled 'Choose instances folder'. If a directory is selected it is saved to instancesRoot. The path is normalized before storage and defaults to <userData>/instances.","src/renderer/app/workspaces/SettingsWorkspace.tsx:106-109 ; src/renderer/app/workspaces/SettingsWorkspace.tsx:152-172 ; src/main/services/core/settings-store.ts:102-106 ; src/main/services/core/settings-store.ts:212-218","PASS","chooseInstancesRoot SettingsWorkspace.tsx:106-109 opens dialog titled 'Choose instances folder', saves only if dir returned; store normalizes path, default <userData>/instances. Correct. [+ executable component test: SettingsWorkspace.test.tsx (2026-06-22)]"
"SET-09","Settings","Manifest source URL","As an advanced user, I want to edit the manifest URL that supplies versions, mods, and bundles, so that I can point the launcher at a different content source.","The 'Manifest URL' field is seeded with the current manifestUrl. On blur, if the trimmed value is non-empty and differs from the stored value, it is saved to manifestUrl. Default is the Sonic0810/BAPBAPLauncher GitHub raw index.json URL.","src/renderer/app/workspaces/SettingsWorkspace.tsx:174-190 ; src/main/services/core/settings-store.ts:14 ; src/main/services/core/settings-store.ts:24 ; src/shared/ipc.ts:25","PASS","InputWell SettingsWorkspace.tsx:180-188 seeds defaultValue, onBlur saves only when trimmed non-empty and changed; default GitHub raw index.json (settings-store.ts:14). Correct. [+ executable component test: SettingsWorkspace.test.tsx (2026-06-22)]"
"SET-10","Settings","Enable motion toggle","As a launcher user, I want to enable or disable UI motion (calm mode), so that I can turn off animated transitions and reveals if I prefer a static interface.","The 'Enable motion' switch reflects and sets uiMotionEnabled. Toggling persists the boolean; default is enabled (true). Unlike the other motion FX settings this one is user-editable and not locked.","src/renderer/app/workspaces/SettingsWorkspace.tsx:192-203 ; src/main/services/core/settings-store.ts:42 ; src/shared/ipc.ts:44","PASS","Switch SettingsWorkspace.tsx:197-200 sets uiMotionEnabled (default true); key not in LOCKED_FX_SETTINGS so set() persists it (settings-store.ts:141). Editable as specified."
"SET-11","Settings","Locked FX / motion settings","As a launcher user, I want the motion profile, tier, maximal-FX, adaptive, and speed settings pinned to the showcase preset, so that the intended high-fidelity visual experience is always enforced regardless of stored values.","uiMotionProfile and uiMotionTier are forced to 'showcase', uiMotionMaximalFx true, uiMotionAdaptive false, and uiMotionSpeed 1. On startup the store rewrites any mismatched values, getAll re-applies the locked preset on read, and any attempt to set a locked key is ignored (re-written to the locked value). These settings have no UI control and cannot be changed by the user.","src/shared/fx-settings.ts:3-20 ; src/main/services/core/settings-store.ts:39-44 ; src/main/services/core/settings-store.ts:97-101 ; src/main/services/core/settings-store.ts:179-185","PASS","fx-settings.ts:3-9 preset; ensureLockedFxSettings rewrites on startup (179-185), getAll applies applyLockedFxSettings (63), set() short-circuits locked keys (98-101). No UI control. Correct."
"SET-12","Settings","Optimistic settings persistence","As a launcher user, I want my setting changes to apply immediately and persist across restarts, so that the UI feels responsive and my preferences are remembered.","useSetSetting optimistically updates the cached settings before the IPC call, then persists via api.settings.set. Values are stored in electron-store under 'bapbap-launcher-v2', whose JSON file is BOM-sanitized on load so persisted settings survive restarts.","src/renderer/app/workspaces/SettingsWorkspace.tsx:102-104 ; src/renderer/app/query/hooks.ts:40-48 ; src/main/services/core/settings-store.ts:21-55 ; src/main/services/core/settings-store.ts:234-243","PASS","useSetSetting hooks.ts:44-49 optimistically merges key before api.settings.set; store 'bapbap-launcher-v2' with BOM sanitize on load (settings-store.ts:20,234-243). Correct."
"SET-13","Settings","Tools tab unlock flag","As a launcher user, I want a hidden tools tab that can be unlocked, so that advanced tooling stays hidden until I deliberately enable it.","toolsUnlocked defaults to false. Setting it coerces to a boolean, and unlockToolsTab() sets it to true. Exposed over IPC via settings.unlockToolsTab(code). No direct control exists in SettingsWorkspace; it gates a hidden tools tab elsewhere.","src/main/services/core/settings-store.ts:28 ; src/main/services/core/settings-store.ts:125-128 ; src/main/services/core/settings-store.ts:153-156 ; src/shared/ipc.ts:362","PASS","toolsUnlocked default false (28); set() coerces Boolean (125-128); unlockToolsTab() sets true (153-156). No UI control in SettingsWorkspace. Correct."
"SET-14","Settings","Bundles reveal flag","As a launcher user, I want bundles to stay hidden until revealed by a code, so that bundle content is gated behind an explicit unlock.","bundlesRevealed defaults to false. Setting coerces to boolean, revealBundles() sets it true, and getBundlesRevealed() reports the current state. Exposed over IPC via settings.revealBundles(code).","src/main/services/core/settings-store.ts:29 ; src/main/services/core/settings-store.ts:129-132 ; src/main/services/core/settings-store.ts:158-165 ; src/shared/ipc.ts:364","PASS","bundlesRevealed default false (29); set() coerces Boolean (129-132); revealBundles() true (158-161); getBundlesRevealed reports state. Correct."
"SET-15","Settings","Secret mods unlock flags","As a launcher user, I want to unlock secret mods via a password, so that hidden mods become available only after I enter the correct code.","modsUnlockedSecretIds tracks unlocked ids (normalized: trimmed, lowercased, de-duplicated). unlockSecretMods(id) adds an id and sets modsSecretUnlocked true. Setting modsUnlockedSecretIds keeps modsSecretUnlocked in sync (true when non-empty); disabling modsSecretUnlocked clears the id list. Legacy state is migrated so the flag and id list stay consistent. Exposed over IPC via settings.unlockSecretMods(password).","src/main/services/core/settings-store.ts:30-31 ; src/main/services/core/settings-store.ts:119-140 ; src/main/services/core/settings-store.ts:167-177 ; src/main/services/core/settings-store.ts:201-232 ; src/shared/ipc.ts:363","FIXED (re-verified)","migrateLegacySetupState no longer early-returns after the version branch; secret-mods consistency always runs in the same pass. Locked by a new settings-store test."
"SET-16","Settings","Onboarding / setup version state","As a returning user, I want the launcher to remember that I completed onboarding/setup, so that I am not forced through setup again after updates.","setupVersionCompleted and uiOnboardingCompleted are kept in sync: setting the version marks onboarding complete when it is at least CURRENT_SETUP_VERSION; setting onboarding complete writes the current version (or 0). Legacy state is migrated on startup so older completed flags map to the current version.","src/main/services/core/settings-store.ts:45-46 ; src/main/services/core/settings-store.ts:107-118 ; src/main/services/core/settings-store.ts:187-200 ; src/shared/ipc.ts:47-48","PASS","set() keeps the version/onboarding pair in sync (107-118); startup migration (187-199) maps legacy completed flag to current version. Correct."
"RAD-20","Radio","Delete playlist","As a listener, I want to delete a playlist I created, so that I can remove an unwanted or mistyped collection.","Each playlist chip shows a hover X (parallels the queue-row remove pattern); clicking it calls deletePlaylist(id) via useDeletePlaylist, which removes the playlist server-side and emits updated state so the chip disappears.","src/renderer/app/workspaces/RadioWorkspace.tsx:435-453 ; src/renderer/app/query/hooks.ts:350-356 ; src/main/services/core/radio.service.ts","FIXED (re-verified)","Was a create-only dead-end: create/select were wired (RAD-14/15) but delete/rename/add-track hooks were called by no component. Delete now wired + locked by a real-click test in RadioWorkspace.test.tsx. Full suite 785/785."
"RAD-21","Radio","Rename playlist","As a listener, I want to rename a playlist, so that I can correct or relabel a collection.","useRenamePlaylist + api.radio.renamePlaylist + the backend all exist, but no component renders a rename affordance.","src/renderer/app/query/hooks.ts:342-348 ; src/main/services/core/radio.service.ts","FIXED (re-verified)","Wired playlist rename via a hover-pencil corner badge on each chip + inline Input swap (mirrors the create flow + ModSetsBar rename pattern). Enter/blur commits via useRenamePlaylist, Escape cancels. Locked by a real-click test in RadioWorkspace.test.tsx; typecheck + 786 tests + full build green."
"RAD-22","Radio","Add tracks to a playlist","As a listener, I want to add tracks to a playlist, so that a created playlist is actually useful.","useSetPlaylistTracks + api.radio.setPlaylistTracks + the backend all exist, but no component lets a user assign tracks to a playlist.","src/renderer/app/query/hooks.ts:358-365 ; src/main/services/core/radio.service.ts","FIXED (re-verified)","Per-row + button opens an add-to-playlist picker (existing playlists + New…); appends+dedupes via useSetPlaylistTracks, New… creates then adds. RadioWorkspace.tsx. Locked by a real-click test; suite green. [+ executable component test: RadioWorkspace.test.tsx (2026-06-22)]"
"RAD-23","Radio","Radio load failure state","As a listener, I want a clear error and retry option when the radio state cannot load, so that I am not stuck on a fake loading screen.","If the radio state query fails, the workspace shows a Radio unavailable card with a specific error message and Retry button. Loading station is only shown during the initial loading state, not after a rejected query.","src/renderer/app/workspaces/RadioWorkspace.tsx ; src/renderer/app/workspaces/RadioWorkspace.test.tsx","FIXED (re-verified)","2026-06-23 async-state audit found RadioWorkspace conflated isLoading with !radio, leaving users forever on 'Loading station…' when useRadioState rejected. Added distinct error card + Retry and regression test. Targeted RadioWorkspace test, typecheck, and full Vitest suite green (838 tests)."
"INS-12","Instances","Bundle auto-update (update-available + apply)","As a player with an installed bundle, I want to see when a newer bundle build is available and apply it, so that my pack stays current without a manual reinstall.","BundleUpdateService.checkForUpdate compares the local manifest buildNumber against the remote channel index and reports update-available; applyUpdate stages+verifies+swaps the new build. State changes are emitted over IPC (bundleUpdateStateChanged) and written to the bundleUpdate query cache by eventBridge.","src/main/services/vendored/bundle-update.service.ts:316 ; src/main/services/vendored/bundle-update.service.ts:337 ; src/main/ipc/register-ipc.ts:285-293 ; src/renderer/app/query/eventBridge.ts:73 ; src/shared/ipc.ts:459-462","FIXED (re-verified)","Bundle hero now shows a gold Update available pill + Update button when primaryBundle.isUpdateAvailable && a bundle instance exists && api.bundle.applyUpdate present; applies via useApplyBundleUpdate. InstancesWorkspace.tsx. Locked by 2 component tests. [+ executable component test: InstancesWorkspace.test.tsx (2026-06-22)]"
"MOD-17","Mods","Mod detail view","As a player browsing mods, I want to open a detailed view of a mod (full description, versions, metadata), so that I can decide before installing.","content.getPackageDetail returns per-package detail and a usePackageDetail query hook wraps it, but no component renders a detail modal/panel; the mod grid only shows card-level summary + install/enable controls.","src/renderer/app/query/hooks.ts:176-180 ; src/shared/ipc.ts (content.getPackageDetail) ; src/main/services/core/content.service.ts","FIXED (re-verified)","Clicking a mod card opens a centered ModDetailDialog (reuses Dialog primitive) with hero/desc/versions/tags/author + Install. usePackageDetail. Locked by 5 component tests. [+ executable component test: ModDetailDialog.test.tsx (2026-06-22)]"
"INS-13","Instances","Battle Royale label shows Playtest","As a player, I want the Battle Royale hero panel to say Playtest instead of Curated Bundle, so that the label matches the intended description.","The MODE record for bundle track uses eyebrow: 'Playtest' instead of 'Curated Bundle'. The hero panel renders this string above the Battle Royale title.","src/renderer/app/workspaces/InstancesWorkspace.tsx:56","FIXED (re-verified)","2026-06-23 round: changed eyebrow from 'Curated Bundle' to 'Playtest'. Locked by InstancesWorkspace.test.tsx INS-13 test."
"INS-14","Instances","Install another profile of the same official mode","As a player, I want to install a second named profile for a mode I already have installed, so that I can run Standard/Boss Rush multiple times with different names.","When a hero panel's mode is installed, the expanded panel shows an 'Install another' secondary action alongside Play. Clicking it opens the existing create-instance dialog with a free name (auto-suggested unique name via suggestProfileName) and a folder picker. Install proceeds via installOfficial with the new profileName.","src/renderer/app/workspaces/InstancesWorkspace.tsx:440-446","FIXED (re-verified)","2026-06-23 round: added secondaryLabel/secondaryAction to HeroPanelData. For installed official modes, 'Install another' opens the create-instance dialog. Locked by InstancesWorkspace.test.tsx INS-14."
"INS-15","Instances","Install another profile of the same bundle","As a player, I want to install a second named Battle Royale profile, so that I can run the bundle multiple times with different names.","When the bundle hero panel is installed, it shows an 'Install another' secondary action alongside Play. Clicking it opens a small dialog (no folder picker, bundle service manages its own root) asking for a profile name (auto-suggested unique name via suggestBundleProfileName). Install proceeds via installBundle with bundleId and the new profileName.","src/renderer/app/workspaces/InstancesWorkspace.tsx:397-400 ; src/renderer/app/workspaces/InstancesWorkspace.tsx:689-725","FIXED (re-verified)","2026-06-23 round: added suggestBundleProfileName helper + bundleDraft dialog. Locked by InstancesWorkspace.test.tsx INS-15."
"INS-16","Instances","Full-page ambient background","As a player, I want the Instances tab background glow to reach the top of the page so that it does not look like a clipped/ buggy white gap behind the scroll area.","The page root uses bg-background and bap-page-ambient (full-height radial gradient) as the single atmosphere layer. The old bap-hero-ambient class with its bottom-clipped ::before has been removed in favor of the full-viewport ambient.","src/renderer/app/workspaces/InstancesWorkspace.tsx:472-476 ; src/renderer/styles/index.css:256-262","FIXED (re-verified)","2026-06-23 round: removed bap-hero-ambient from hero wrapper, added bg-background to root, only bap-page-ambient drives the atmosphere. Verified in full suite."
"INS-17","Instances","Stable profile thumbnails + hero button no-glitch","As a player, I want profile thumbnails to render reliably without broken layout as I scroll, and hero Play buttons to stay in place on hover, so that the UI does not look buggy.","ProfileArt is restructured as an isolated rounded thumbnail with the accent spine as an overlay. Hero CTA buttons are always rendered (opacity+pointer-events toggle) instead of conditionally mounted, preventing layout shift during flex-grow panel animation.","src/renderer/app/workspaces/InstancesWorkspace.tsx:83-110,268-315","FIXED (re-verified)","2026-06-23 round 2: Changed CTA from {expanded?(...):<spacer/>} to always-mounted div with opacity/pointer-events toggle. Eliminates the millisecond Play-button pop on hover. Verified in full suite."
